order_id;order_date;customer_id;customer_age;customer_segment;region;product_id;category;price;quantity;discount_pct;payment_method;channel;shipping_cost;subtotal;cost;profit;is_returned;marketing_channel;campaign_id;promo_flag
O111325;21/08/2024;C02731;31;Bronze;South;P0147;Home;106.81;1;0.38;Credit Card;Online;3.41;66.22;66.46;-3.65;False;Paid Search;;False
O107886;25/06/2023;C00248;47;Gold;South;P0108;Home;160.66;2;0.06;Credit Card;Store;5.16;302.04;179.66;117.22;False;Organic;;False
O111648;25/11/2024;C02638;43;Silver;West;P0046;Electronics;115.23;1;0.01;Debit Card;Online;5.47;114.08;77.96;30.65;False;Email;;False
O103439;14/09/2024;C01107;37;Gold;South;P0186;Home;191.51;2;0.04;Debit Card;Online;7.16;367.7;209.58;150.96;False;Paid Search;;False
O107919;02/02/2023;C00230;30;Silver;North;P0100;Clothing;44.04;1;0;PayPal;Online;4.66;-44.04;-31.31;-17.39;True;Paid Search;;False
O111638;06/07/2024;C02787;57;Bronze;Central;P0145;Home;158.03;1;0;PayPal;Mobile App;4.78;158.03;128.41;24.84;False;Paid Search;;False
O102634;16/06/2023;C02992;39;Bronze;East;P0152;Beauty;171.92;1;0.03;Credit Card;Store;3.09;166.76;111.8;51.87;False;Paid Search;;False
O103781;23/09/2024;C00535;47;Bronze;North;P0096;Home;98.36;1;0;Credit Card;Mobile App;5.99;98.36;66.93;25.44;False;Email;;False
O108215;16/12/2023;C02384;21;Silver;North;P0020;Home;101.48;1;0;Credit Card;Mobile App;4.16;101.48;56.5;40.82;False;Paid Search;;False
O105827;06/07/2024;C00215;39;Bronze;East;P0130;Sports;115.85;1;0.02;Credit Card;Online;7.63;113.53;100.35;5.55;False;Social;;False
O106663;03/05/2024;C00175;43;Silver;Central;P0055;Beauty;193.83;1;0.01;PayPal;Online;6.58;191.89;115.61;69.7;False;Email;;False
O108327;06/05/2023;C00804;18;Silver;West;P0054;Toys;184.47;1;0;Credit Card;Mobile App;3.04;-184.47;-106.48;-81.03;True;Organic;;False
O110913;09/05/2023;C02840;24;Bronze;South;P0044;Clothing;40.36;1;0;PayPal;Online;3.18;40.36;27.1;10.08;False;Email;;False
O108806;10/05/2024;C00936;43;Silver;North;P0197;Electronics;114.97;2;0;Credit Card;Online;5.38;229.94;138.64;85.92;False;Email;;False
O103050;13/01/2023;C01401;43;Bronze;North;P0188;Clothing;51.63;1;0.01;Credit Card;Online;3.22;51.11;35.92;11.97;False;Email;;False
O108770;03/03/2024;C01451;34;Bronze;East;P0114;Home;237.13;1;0.27;Credit Card;Online;4.79;173.1;140.92;27.39;False;Paid Search;;False
O105767;02/01/2023;C02434;40;Silver;North;P0113;Electronics;152.2;1;0;PayPal;Online;3.41;152.2;119.82;28.97;False;Organic;;False
O110609;20/01/2024;C00178;46;Silver;West;P0007;Home;209.95;1;0.01;Credit Card;Store;3.72;207.85;164.14;39.99;False;Email;;False
O108326;01/11/2023;C02125;38;Gold;South;P0125;Clothing;82.29;1;0.06;PayPal;Online;5.62;-77.35;-57.88;-25.09;True;Organic;;False
O106044;07/01/2024;C02102;18;Bronze;West;P0056;Sports;192.79;1;0;Credit Card;Online;3.47;192.79;117.76;71.56;False;Social;;False
O107049;31/03/2024;C02484;37;Bronze;West;P0118;Home;115.75;1;0.01;PayPal;Online;3.4;114.59;78.39;32.8;False;Email;;False
O101020;21/01/2024;C01763;22;Bronze;South;P0130;Sports;147.73;2;0;PayPal;Mobile App;3.61;295.46;200.7;91.15;False;Paid Search;;False
O110188;15/11/2023;C02563;18;Silver;East;P0059;Electronics;165.15;1;0.01;Credit Card;Online;4.37;163.5;120.31;38.82;False;Email;;False
O107400;30/11/2023;C02888;40;Gold;North;P0043;Home;145.99;1;0.05;Debit Card;Mobile App;4.63;138.69;102.11;31.95;False;Social;;False
O101564;15/12/2024;C01065;31;Silver;North;P0200;Home;107.59;2;0.01;Credit Card;Mobile App;3.77;213.03;152.08;57.18;False;Paid Search;;False
O103834;24/11/2024;C00187;36;Silver;North;P0145;Home;173.38;4;0;Credit Card;Online;4.63;693.52;513.64;175.25;False;Organic;;False
O100067;27/05/2023;C01311;38;Silver;South;P0069;Electronics;153.79;1;0.02;Credit Card;Mobile App;13.02;150.71;93.82;43.87;False;Organic;;False
O110511;22/09/2024;C01295;36;Silver;North;P0041;Clothing;82.09;3;0.01;Credit Card;Online;11.59;243.81;185.52;46.7;False;Email;;False
O109586;09/08/2024;C01530;33;Silver;North;P0123;Beauty;247.21;2;0.01;Debit Card;Mobile App;4.59;489.48;262;222.89;False;Social;;False
O111353;03/10/2023;C02212;21;Silver;West;P0017;Electronics;117.01;1;0;Credit Card;Mobile App;4.11;117.01;88.44;24.46;False;Social;;False
O103706;07/11/2023;C00408;39;Bronze;Central;P0099;Beauty;140.63;3;0.01;Debit Card;Online;4.69;417.67;309.42;103.56;False;;;False
O101487;26/11/2023;C00186;19;Platinum;Central;P0088;Toys;156.67;2;0.08;PayPal;Online;5.51;288.27;256.98;25.78;False;Paid Search;;False
O100423;15/04/2023;C02048;33;Silver;Central;P0043;Home;142.76;1;0.02;Debit Card;Mobile App;5.74;-139.9;-102.11;-43.53;True;Email;;False
O102909;31/01/2024;C01495;27;Silver;North;P0183;Toys;116.98;1;0.02;Credit Card;Online;13.45;114.64;89.34;11.85;False;Organic;;False
O107750;20/11/2023;C02837;18;Bronze;North;P0152;Beauty;169.3;1;0.02;Credit Card;Online;5.66;165.91;111.8;48.45;False;Email;;False
O111938;14/01/2023;C01971;18;Bronze;Central;P0096;Home;94.93;2;0.02;Credit Card;Mobile App;3.27;-186.06;-133.86;-55.47;True;Paid Search;;False
O107411;28/07/2023;C01823;38;Silver;West;P0137;Clothing;22.79;1;0;Credit Card;Online;3.03;22.79;13.63;6.13;False;Organic;;False
O101517;05/05/2023;C00175;29;Bronze;South;P0199;Clothing;56.69;1;0;Credit Card;Online;3.77;56.69;42.22;10.7;False;Email;;False
O108588;12/09/2024;C01667;43;Bronze;East;P0045;Electronics;100.13;2;0.02;Credit Card;Online;6.69;196.25;143.56;46;False;Organic;;False
O102952;09/09/2024;C01861;35;Bronze;East;P0039;Beauty;98.74;1;0;PayPal;Online;3.19;98.74;69.8;25.75;False;Affiliate;;False
O109344;13/02/2023;C01022;34;Silver;East;P0051;Sports;176.03;2;0;PayPal;Mobile App;5.38;352.06;254.96;91.72;False;Organic;;False
O106686;14/01/2024;C00762;18;Platinum;Central;P0140;Sports;100.52;1;0.12;Credit Card;Store;4.07;88.46;80.03;4.36;False;Paid Search;;False
O105114;02/10/2023;C01535;35;Silver;Central;P0157;Clothing;126.09;1;0;Credit Card;Online;3.19;126.09;96.95;25.95;False;Email;;False
O106398;06/03/2024;C01388;39;Silver;Central;P0159;Electronics;108.77;1;0.02;Credit Card;Online;4.34;106.59;61.49;40.76;False;Organic;;False
O104405;13/06/2023;C01564;24;Bronze;West;P0059;Electronics;160.81;1;0;PayPal;Mobile App;5.82;160.81;120.31;34.68;False;Social;;False
O107529;11/12/2024;C02340;;Gold;West;P0100;Clothing;47.18;1;0.06;Credit Card;Online;5.58;44.35;31.31;7.46;False;;;False
O111670;01/04/2024;C01753;45;Gold;West;P0050;Clothing;25.16;1;0.22;Credit Card;Online;3.17;19.62;20.18;-3.73;False;Paid Search;;False
O109510;20/11/2023;C01563;42;Bronze;North;P0023;Sports;164.38;2;0;Credit Card;Online;3.56;328.76;210.18;115.02;False;Organic;;False
O100966;22/09/2023;C00333;27;Bronze;East;P0021;Home;230.5;1;0.03;Gift Card;Mobile App;8.64;223.58;148.38;66.57;False;Organic;;False
O106393;10/03/2023;C00453;33;Bronze;East;P0071;Home;178.49;1;0.01;Debit Card;Online;4.66;176.71;95.15;76.9;False;Email;;False
O107402;15/12/2023;C02581;32;Silver;South;P0133;Sports;109.14;1;0;Credit Card;Online;5.3;109.14;86.03;17.81;False;Paid Search;;False
O104406;15/06/2024;C01695;32;Bronze;West;P0189;Home;116.71;3;0.13;Credit Card;Store;7.5;304.61;238.41;58.7;False;Affiliate;CAM_20240615;True
O101820;26/11/2024;C01669;36;Silver;North;P0073;Electronics;157.89;2;0;Debit Card;Online;3.2;315.78;234.62;77.96;False;Paid Search;;False
O103099;26/09/2024;C00366;21;Silver;Central;P0132;Toys;160.27;1;0.01;Credit Card;Online;5.21;158.67;123.46;30;False;Social;;False
O105723;27/02/2023;C00257;40;Gold;North;P0082;Clothing;66.51;2;0.04;Credit Card;Mobile App;6.32;127.7;97.54;23.84;False;Organic;;False
O108081;17/02/2023;C02103;38;Bronze;West;P0054;Toys;166.57;1;0;PayPal;Online;3.7;166.57;106.48;56.39;False;Organic;;False
O107849;20/11/2024;C01238;28;Gold;East;P0164;Sports;121.33;2;0.04;Credit Card;Online;5.26;232.95;188.62;39.07;False;Organic;;False
O104280;09/11/2023;C02294;29;Bronze;East;P0056;Sports;193.22;1;0.02;Credit Card;Online;5.24;189.36;117.76;66.36;False;Organic;;False
O103937;26/05/2023;C00671;21;Bronze;North;P0181;Toys;174.71;3;0.02;Credit Card;Mobile App;17.9;513.65;406.8;88.95;False;Social;;False
O100828;09/08/2023;C02806;43;Bronze;East;P0041;Clothing;88.76;1;0.26;Debit Card;Mobile App;4.69;65.68;61.84;-0.85;False;Organic;;False
O107424;09/08/2024;C01713;28;Bronze;North;P0092;Toys;199.78;1;0;Credit Card;Mobile App;3.06;-199.78;-137.68;-65.16;True;Organic;;False
O102677;12/12/2024;C02771;31;Bronze;South;P0117;Clothing;51.71;1;0;Gift Card;Online;3.55;51.71;31.07;17.09;False;Social;;False
O104991;23/06/2023;C00233;33;Bronze;South;P0159;Electronics;102.73;1;0;Credit Card;Store;3.4;102.73;61.49;37.84;False;Social;;False
O105757;20/04/2024;C01903;58;Silver;East;P0177;Sports;150.45;1;0.05;Credit Card;Online;4.84;142.93;88.83;49.26;False;Organic;;False
O105170;07/01/2023;C02027;19;Silver;West;P0199;Clothing;53.42;1;0;Debit Card;Store;3.86;53.42;42.22;7.34;False;Email;;False
O102975;22/03/2023;C00910;34;Silver;North;P0088;Toys;169.75;1;0;Credit Card;Online;9.71;-169.75;-128.49;-50.97;True;Email;;False
O107104;02/05/2024;C01161;31;Platinum;Central;P0171;Home;119.5;1;0.08;Credit Card;Online;5.58;109.94;68.19;36.17;False;Social;;False
O102276;01/07/2024;C01037;46;Bronze;North;P0187;Home;170.76;1;0;PayPal;Online;3.04;170.76;129.45;38.27;False;Organic;;False
O101131;24/10/2024;C01067;48;Silver;East;P0094;Sports;128.21;1;0.01;PayPal;Online;6.03;126.93;98.82;22.08;False;;;False
O101920;24/05/2023;C00619;36;Bronze;East;P0168;Electronics;223.82;1;0;Credit Card;Store;4.07;223.82;170.93;48.82;False;Organic;;False
O109860;12/12/2023;C00878;48;Gold;East;P0190;Sports;97.22;2;0.08;PayPal;Online;7.59;178.88;146.64;24.65;False;Email;;False
O109658;08/09/2023;C00035;32;Silver;East;P0048;Electronics;212.49;2;0;Credit Card;Online;5.28;424.98;224.74;194.96;False;Email;;False
O100779;28/12/2023;C01506;21;Silver;West;P0077;Clothing;58.2;2;0.01;Credit Card;Online;3.15;115.24;78.7;33.39;False;Organic;;False
O108697;14/05/2023;C00017;36;Silver;North;P0056;Sports;200.67;2;0;Debit Card;Store;3.79;401.34;235.52;162.03;False;Social;;False
O111601;19/12/2023;C00217;54;Bronze;North;P0173;Electronics;152;1;0;Credit Card;Online;6.96;152;86.32;58.72;False;Paid Search;;False
O102047;22/03/2023;C02779;52;Silver;North;P0156;Sports;126.57;1;0;Credit Card;Store;6.59;126.57;93.32;26.66;False;Organic;;False
O106396;25/01/2024;C01264;22;Bronze;East;P0134;Beauty;164.49;1;0;PayPal;Online;4.64;164.49;114.32;45.53;False;Paid Search;;False
O107805;03/07/2023;C01084;46;Bronze;Central;P0186;Home;182.06;1;0;Credit Card;Online;13.34;182.06;104.79;63.93;False;Organic;;False
O102253;11/02/2023;C01397;25;Silver;South;P0186;Home;193.43;2;0;Debit Card;Online;3.08;386.86;209.58;174.2;False;Organic;;False
O110096;28/06/2024;C02168;42;Platinum;East;P0030;Sports;148.74;1;0.08;PayPal;Online;4.27;136.84;91.74;40.83;False;Paid Search;;False
O101155;14/02/2024;C02064;43;Gold;West;P0186;Home;194.36;1;0.02;Credit Card;Online;3.16;190.47;104.79;82.52;False;Organic;;False
O108754;05/02/2024;C02819;49;Bronze;Central;P0149;Beauty;178.15;1;0.03;Credit Card;Online;3.81;172.81;138.53;30.47;False;Email;;False
O107859;04/09/2023;C02997;19;Gold;East;P0073;Electronics;157.29;2;0.06;Credit Card;Online;5.31;295.71;234.62;55.78;False;Organic;;False
O103801;10/12/2024;C00919;23;Silver;North;P0043;Home;149.32;2;0;PayPal;Online;4;298.64;204.22;90.42;False;Social;;False
O105228;22/11/2024;C01181;43;Gold;North;P0104;Home;132.65;2;0.06;PayPal;Online;5.22;249.38;190.84;53.32;False;Paid Search;;False
O105241;18/02/2024;C00696;34;Platinum;Central;P0134;Beauty;169.6;2;0.11;PayPal;Online;5.47;301.89;228.64;67.78;False;Email;;False
O101463;18/10/2023;C01826;43;Bronze;East;P0076;Beauty;174.24;1;0;Debit Card;Online;4.47;174.24;107.93;61.84;False;Organic;;False
O109520;30/07/2024;C00154;22;Silver;East;P0190;Sports;98.33;1;0.01;Credit Card;Online;4.31;97.35;73.32;19.72;False;Organic;;False
O107696;15/11/2023;C02722;33;Gold;South;P0039;Beauty;109.68;1;0.06;Credit Card;Online;6.22;103.1;69.8;27.08;False;Paid Search;;False
O104868;11/02/2023;C02704;28;Silver;Central;P0032;Home;220.83;1;0.03;Credit Card;Store;4.39;214.21;155.91;53.91;False;Paid Search;;False
O102929;04/07/2023;C00457;37;Bronze;East;P0156;Sports;131.89;1;0.03;PayPal;Mobile App;9.07;127.93;93.32;25.54;False;Email;;False
O104310;07/01/2024;C01853;38;Bronze;East;P0152;Beauty;168.1;2;0.43;Credit Card;Online;3.42;191.63;223.6;-35.39;False;Social;;False
O100153;23/11/2024;C01706;46;Gold;West;P0162;Electronics;184.05;1;0.02;PayPal;Online;5.05;180.37;128.18;47.14;False;Email;;False
O108925;23/04/2024;C02722;36;Bronze;Central;P0009;Toys;125.68;1;0;Credit Card;Online;4.69;125.68;104.45;16.54;False;Email;;False
O106447;12/06/2024;C02045;35;Silver;West;P0020;Home;105.07;1;0;PayPal;Mobile App;6.97;105.07;56.5;41.6;False;Organic;;False
O100577;15/07/2023;C01784;43;Bronze;Central;P0199;Clothing;61.1;1;0;Credit Card;Mobile App;3.23;61.1;42.22;15.65;False;Paid Search;;False
O111929;17/12/2024;C02556;40;Bronze;North;P0110;Clothing;50.86;1;0;Credit Card;Online;6.32;50.86;37.49;7.05;False;Organic;;False
O107266;28/10/2023;C02460;37;Bronze;Central;P0168;Electronics;228.41;2;0;PayPal;Online;3.83;456.82;341.86;111.13;False;Organic;;False
O102147;18/03/2024;C01873;37;Silver;West;P0083;Clothing;118.44;1;0.04;Credit Card;Online;4.95;113.7;80.89;27.86;False;Paid Search;;False
O105832;11/05/2024;C01985;28;Bronze;East;P0014;Electronics;80.51;1;0.03;Credit Card;Mobile App;3.18;78.09;55.91;19;False;Organic;;False
O101429;27/05/2024;C00287;48;Gold;North;P0058;Beauty;148.01;1;0.01;Debit Card;Store;3.41;146.53;103.93;39.19;False;Email;;False
O100247;27/09/2024;C02038;34;Bronze;West;P0078;Beauty;152.02;1;0;Credit Card;Online;4.58;152.02;95.6;51.84;False;Organic;;False
O109213;02/02/2023;C02357;38;Silver;South;P0144;Electronics;146;2;0.02;Credit Card;Online;3.75;286.16;179.5;102.91;False;Paid Search;;False
O110462;30/05/2024;C01569;43;Bronze;South;P0184;Sports;188.9;1;0;Credit Card;Online;3.43;188.9;128.69;56.78;False;Organic;;False
O103315;18/09/2024;C00208;42;Gold;North;P0069;Electronics;165.34;1;0.01;Credit Card;Online;3.59;163.69;93.82;66.28;False;Organic;;False
O110879;27/12/2024;C00979;35;Bronze;East;P0200;Home;110.61;1;0;PayPal;Mobile App;3.65;110.61;76.04;30.92;False;Email;;False
O111831;12/04/2023;C01683;22;Bronze;South;P0124;Home;99.1;1;0;Credit Card;Store;5.89;99.1;58.8;34.41;False;Email;;False
O110173;19/01/2024;C02831;18;Bronze;Central;P0160;Toys;176.34;1;0;Credit Card;Mobile App;5.73;176.34;122.1;48.51;False;Paid Search;;False
O102740;05/03/2023;C02565;33;Bronze;Central;P0190;Sports;93.89;2;0;Credit Card;Online;7.26;187.78;146.64;33.88;False;Email;;False
O103188;26/11/2024;C00503;28;Silver;East;P0043;Home;157.39;2;0.02;Credit Card;Online;8.01;308.48;204.22;96.25;False;Paid Search;;False
O109240;03/10/2023;C02276;39;Gold;South;P0109;Electronics;168.97;2;0.04;PayPal;Online;6;324.42;189.64;128.78;False;Email;;False
O105564;18/03/2023;C01357;23;Silver;North;P0102;Toys;137.02;1;0.03;Credit Card;Online;3.03;132.91;89.33;40.55;False;Paid Search;;False
O105537;03/12/2024;C01536;39;Silver;North;P0169;Clothing;44.72;1;0;Credit Card;Online;5.01;44.72;31.83;7.88;False;Email;;False
O107321;18/08/2024;C01069;30;Bronze;East;P0118;Home;100.69;2;0;Credit Card;Online;5.54;201.38;156.78;39.06;False;Organic;;False
O102109;30/08/2024;C02141;28;Gold;West;P0014;Electronics;74.89;2;0.05;Credit Card;Online;8.2;142.29;111.82;22.27;False;Social;;False
O107037;09/06/2023;C00524;42;Silver;East;P0047;Beauty;137.69;1;0.01;Credit Card;Mobile App;5.68;136.31;90.1;40.53;False;Social;;False
O109963;22/12/2023;C02284;39;Gold;South;P0044;Clothing;42.65;1;0.05;PayPal;Online;3.34;40.52;27.1;10.08;False;Email;;False
O111705;25/05/2024;C02041;25;Gold;West;P0063;Sports;121.55;1;0.06;Credit Card;Store;4.49;114.26;76.26;33.51;False;Organic;;False
O104802;24/03/2023;C00874;18;Platinum;East;P0189;Home;124.57;1;0.09;PayPal;Store;6.54;113.36;79.47;27.35;False;Affiliate;;False
O104931;31/01/2024;C01516;39;Bronze;West;P0074;Home;227.36;2;0;Credit Card;Online;5.39;454.72;315.9;133.43;False;Social;;False
O102195;21/03/2023;C02096;32;Silver;East;P0052;Clothing;41.11;2;0;Credit Card;Store;3.29;82.22;57.34;21.59;False;Paid Search;;False
O108256;16/10/2024;C01001;35;Silver;North;P0077;Clothing;61.54;2;0;PayPal;Online;6.17;123.08;78.7;38.21;False;Email;;False
O108873;26/09/2023;C00578;32;Bronze;East;P0115;Sports;154.71;2;0;Gift Card;Store;5.22;309.42;222.04;82.16;False;Organic;;False
O108782;05/12/2024;C02865;34;Bronze;West;P0088;Toys;162.93;1;0;Credit Card;Mobile App;6.83;162.93;128.49;27.61;False;Paid Search;;False
O103986;17/11/2024;C00459;28;Gold;North;P0130;Sports;133.77;2;0.05;PayPal;Online;7.4;254.16;200.7;46.06;False;Organic;;False
O102620;19/08/2024;C02710;34;Bronze;West;P0070;Toys;137.43;2;0.02;Debit Card;Online;6.77;269.36;149.62;112.97;False;Affiliate;;False
O106358;05/07/2023;C00214;28;Silver;North;P0016;Beauty;131;1;0;Credit Card;Online;3.34;131;99.24;28.42;False;Organic;;False
O103507;20/07/2024;C00540;36;Platinum;West;P0161;Toys;113.8;2;0.08;PayPal;Online;3.23;209.39;130.94;75.22;False;Email;;False
O110953;14/03/2024;C02023;51;Bronze;North;P0104;Home;109.43;2;0;Credit Card;Mobile App;3.67;218.86;190.84;24.35;False;Organic;;False
O109669;02/05/2024;C00166;45;Gold;West;P0115;Sports;143.16;2;0.01;Credit Card;Online;5.97;283.46;222.04;55.45;False;Affiliate;;False
O111114;18/11/2023;C02542;27;Bronze;South;P0063;Sports;109.44;1;0;Credit Card;Online;3.14;109.44;76.26;30.04;False;Social;;False
O105096;22/07/2024;C01071;18;Silver;Central;P0047;Beauty;125.81;1;0.01;PayPal;Mobile App;3.01;124.55;90.1;31.44;False;Social;;False
O107829;17/10/2023;C02504;36;Bronze;West;P0126;Home;239.7;1;0;PayPal;Mobile App;8.24;239.7;182.38;49.08;False;Social;;False
O105445;30/03/2024;C01279;42;Gold;West;P0135;Sports;115.13;1;0.05;Credit Card;Online;4.59;109.37;87.21;17.57;False;Email;;False
O100146;17/10/2023;C00850;40;Bronze;South;P0185;Sports;151.99;1;0;Debit Card;Online;3.57;151.99;94.07;54.35;False;Organic;;False
O111732;21/02/2023;C02820;18;Gold;West;P0098;Beauty;172.28;1;0.04;Credit Card;Online;4.27;165.39;117.6;43.52;False;Organic;;False
O107858;13/04/2023;C02376;28;Bronze;North;P0047;Beauty;139.95;1;0;Credit Card;Online;3.99;139.95;90.1;45.86;False;Organic;;False
O105019;03/05/2023;C00259;18;Bronze;Central;P0177;Sports;161.29;2;0;Credit Card;Online;3.46;322.58;177.66;141.46;False;Organic;;False
O101810;17/04/2024;C02839;40;Silver;East;P0080;Clothing;32.57;1;0.38;Credit Card;Online;5.1;20.19;22.72;-7.63;False;Email;;False
O107584;08/04/2024;C02779;56;Gold;North;P0138;Home;138.97;1;0.04;Credit Card;Store;3.8;133.41;110.23;19.38;False;Organic;;False
O100246;04/07/2023;C00468;28;Platinum;North;P0089;Toys;136.1;2;0.09;Credit Card;Online;3.06;247.7;191.26;53.38;False;Organic;;False
O101392;22/06/2024;C02028;34;Silver;West;P0063;Sports;106.9;2;0.01;Credit Card;Online;4.76;211.66;152.52;54.38;False;Paid Search;;False
O100375;27/05/2024;C00819;45;Gold;North;P0048;Electronics;189.48;1;0.05;Debit Card;Mobile App;10.72;180.01;112.37;56.92;False;Email;;False
O107303;30/09/2023;C02088;33;Bronze;South;P0019;Electronics;112.39;2;0;Credit Card;Mobile App;3.05;224.78;152.84;68.89;False;Email;;False
O102877;27/09/2023;C00002;22;Platinum;Central;P0107;Electronics;236.62;1;0.09;PayPal;Online;7.21;215.32;132.55;75.56;False;Organic;;False
O105708;11/01/2024;C02842;25;Silver;South;P0200;Home;113.23;2;0;Credit Card;Online;5.49;226.46;152.08;68.89;False;Email;;False
O109987;28/04/2023;C00951;39;Bronze;East;P0024;Electronics;103.48;1;0;Credit Card;Online;3.64;103.48;67.2;32.64;False;Paid Search;;False
O110031;28/07/2024;C00143;24;Gold;East;P0024;Electronics;102.68;1;0.08;Debit Card;Online;3.52;94.47;67.2;23.75;False;Email;;False
O108635;10/11/2024;C02806;44;Silver;West;P0174;Toys;156.07;1;0;Debit Card;Online;4.36;156.07;127.41;24.3;False;Paid Search;;False
O106694;18/05/2024;C02647;41;Bronze;Central;P0165;Clothing;90.04;1;0;Credit Card;Mobile App;3.03;90.04;59.65;27.36;False;Social;;False
O104002;24/11/2024;C02052;34;Silver;East;P0192;Electronics;180.02;1;0;Credit Card;Online;3.72;180.02;127.4;48.9;False;Email;;False
O109243;23/03/2023;C02101;37;Silver;West;P0141;Beauty;167.53;2;0.02;Credit Card;Online;3.47;328.36;206.78;118.11;False;Social;;False
O105885;03/06/2024;C01995;50;Bronze;East;P0146;Toys;201.63;1;0.01;Debit Card;Online;3.46;199.61;106.7;89.45;False;Organic;;False
O102285;24/09/2024;C00668;48;Bronze;Central;P0135;Sports;112.6;1;0;PayPal;Online;3.34;112.6;87.21;22.05;False;Email;;False
O110424;30/07/2023;C01745;40;Silver;North;P0091;Sports;152.67;1;0;PayPal;Online;4.79;152.67;90.19;57.69;False;Paid Search;;False
O100880;19/02/2024;C01177;31;Bronze;North;P0164;Sports;109.62;1;0;Credit Card;Online;3.55;109.62;94.31;11.76;False;Social;;False
O101351;07/06/2024;C01505;41;Bronze;East;P0064;Clothing;7.08;1;0;Credit Card;Online;4.47;7.08;5.03;-2.42;False;Organic;;False
O109816;01/08/2024;C01554;51;Platinum;Central;P0007;Home;243.02;1;0.24;Gift Card;Online;5.72;184.7;164.14;14.84;False;Organic;;False
O100850;20/07/2024;C00586;33;Bronze;South;P0199;Clothing;52.46;1;0.04;Debit Card;Online;5.05;50.36;42.22;3.09;False;Social;;False
O102643;11/09/2024;C00801;38;Silver;West;P0036;Electronics;102.77;1;0.02;Debit Card;Online;3.04;100.71;60.66;37.01;False;Email;;False
O101150;12/03/2023;C00175;29;Silver;Central;P0095;Toys;143.15;1;0;Debit Card;Store;7.52;143.15;109.37;26.26;False;Social;;False
O105505;24/01/2024;C02435;34;Bronze;West;P0140;Sports;101.48;1;0;Gift Card;Online;3.01;101.48;80.03;18.44;False;Email;;False
O100675;10/03/2023;C01630;18;Silver;North;P0136;Beauty;218.86;1;0.01;Credit Card;Online;3.3;216.67;160.28;53.09;False;Organic;;False
O111557;07/04/2024;C00416;40;Silver;West;P0178;Home;206.85;1;0;Credit Card;Mobile App;5.11;206.85;169.8;31.94;False;Organic;;False
O111810;21/04/2024;C00684;30;Silver;West;P0009;Toys;135.84;2;0.01;Credit Card;Online;4.09;268.96;208.9;55.97;False;Organic;;False
O107008;26/08/2024;C02584;41;Bronze;North;P0114;Home;225.12;2;0.41;PayPal;Online;6.33;265.64;281.84;-22.53;False;Paid Search;;False
O104860;21/07/2023;C02589;24;Silver;West;P0062;Toys;139.32;2;0.02;Credit Card;Online;3.26;273.07;216.78;53.03;False;Email;;False
O111693;10/09/2023;C02150;25;Bronze;Central;P0159;Electronics;109.3;1;0.01;Credit Card;Mobile App;5.22;108.21;61.49;41.5;False;Organic;;False
O108999;30/03/2023;C01142;20;Silver;South;P0141;Beauty;171.63;3;0;PayPal;Online;3.73;514.89;310.17;200.99;False;Email;;False
O101010;08/11/2024;C00560;34;Platinum;Central;P0084;Home;133.3;1;0.07;Credit Card;Mobile App;3.04;123.97;75.37;45.56;False;Email;;False
O104599;13/04/2024;C02723;41;Gold;North;P0192;Electronics;186.61;1;0.22;PayPal;Online;5.97;145.56;127.4;12.19;False;Social;;False
O108703;24/11/2023;C00065;42;Silver;South;P0115;Sports;145.23;3;0.15;Credit Card;Online;4.21;370.34;333.06;33.07;False;Organic;CAM_20231124;True
O111748;22/02/2023;C01148;35;Platinum;West;P0177;Sports;161.35;2;0.11;Credit Card;Online;5.68;287.2;177.66;103.86;False;Organic;;False
O110195;08/11/2024;C01005;46;Gold;Central;P0109;Electronics;163.97;1;0.03;Credit Card;Online;6.33;159.05;94.82;57.9;False;Paid Search;;False
O105212;04/12/2024;C02378;29;Silver;West;P0131;Clothing;15.99;1;0.01;Credit Card;Store;3.29;15.83;10.82;1.72;False;Affiliate;;False
O100606;30/06/2023;C01204;37;Bronze;South;P0120;Beauty;186.98;2;0.02;PayPal;Online;5.3;-183.24;-142.39;-46.15;True;Organic;;False
O103533;26/11/2023;C01382;25;Silver;West;P0077;Clothing;66.51;1;0;Credit Card;Mobile App;6.31;66.51;39.35;20.85;False;Email;;False
O108449;16/06/2024;C02200;27;Bronze;South;P0019;Electronics;120.01;4;0;Credit Card;Store;7.84;480.04;305.68;166.52;False;Social;;False
O108876;18/02/2023;C01476;31;Gold;North;P0020;Home;102.2;1;0.05;Credit Card;Mobile App;6.17;97.09;56.5;34.42;False;Affiliate;;False
O101007;09/08/2024;C02222;24;Bronze;Central;P0161;Toys;122.53;1;0;Credit Card;Online;3.1;122.53;65.47;53.96;False;Organic;;False
O103772;06/02/2023;C01964;32;Bronze;North;P0025;Sports;122.22;2;0.01;Debit Card;Mobile App;3.79;242;165.62;72.59;False;Organic;;False
O108791;09/02/2023;C00409;42;Silver;East;P0153;Beauty;134.5;1;0;Gift Card;Online;4.05;134.5;79.66;50.79;False;Organic;;False
O100685;15/09/2023;C01920;36;Gold;West;P0182;Clothing;21.55;1;0.07;Debit Card;Online;8.81;20.04;16.29;-5.06;False;Organic;;False
O109961;22/11/2023;C02977;34;Silver;North;P0099;Beauty;162.25;1;0.01;Gift Card;Online;4.53;160.63;103.14;52.96;False;Organic;;False
